Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	-0.0000000000
4.016	-0.0000000000
4.116	-0.0000000000
4.216	-0.0000000000
4.316	-0.0000000000
4.416	-0.0000000000
4.516	-0.0000000000
4.616	-0.0000000000
4.716	-0.0000000000
4.816	-0.0000000000
4.916	-0.0000000000
5.016	-0.0000000000
5.116	-0.0000000000
5.216	-0.0000000000
5.316	-0.0000000000
5.416	-0.0000000000
5.516	-0.0000000000
5.616	-0.0000000000
5.716	-0.0000000000
5.816	-0.0000000000
5.916	-0.0000000000
6.016	-0.0000000000
6.116	-0.0000000000
6.216	-0.0000000000
6.316	-0.0000000000
6.416	-0.0000000000
6.516	-0.0000000000
6.616	-0.0000000000
6.716	-0.0000000000
6.816	-0.0000000000
6.916	-0.0000000000
7.016	-0.0000000000
7.116	-0.0000000000
7.216	-0.0000000000
7.316	-0.0000000000
7.416	-0.0000000000
7.516	-0.0000000000
7.616	-0.0000000000
7.716	-0.0000000000
7.816	-0.0000000000
7.916	-0.0000000000
8.016	-0.0000000000
8.116	-0.0000000000
8.216	-0.0000000000
8.316	-0.0000000000
8.416	-0.0000000000
8.516	-0.0000000000
8.616	-0.0000000000
8.716	-0.0000000000
8.816	-0.0000000000
8.916	-0.0000000000
9.016	-0.0000000000
9.116	-0.0000000000
9.216	-0.0000000000
9.316	-0.0000000000
9.416	-0.0000000000
9.516	-0.0000000000
9.616	-0.0000000000
9.716	-0.0000000000
9.816	-0.0000000000
9.916	-0.0000000000
10.016	-0.0000000000
10.116	-0.0000000000
10.216	-0.0000000000
10.316	-0.0000000000
10.416	-0.0000000000
10.516	-0.0000000000
10.616	-0.0000000000
10.716	-0.0000000000
10.816	-0.0000000000
10.916	-0.0000000000
11.016	-0.0000000000
11.116	-0.0000000000
11.216	-0.0000000000
11.316	-0.0000000000
11.416	-0.0000000000
11.516	-0.0000000000
11.616	-0.0000000000
11.716	-0.0000000000
11.816	-0.0000000000
11.916	-0.0000000000
12.016	-0.0000000000
12.116	-0.0000000000
12.216	-0.0000000000
12.316	-0.0000000000
12.416	-0.0000000000
12.516	-0.0000000000
12.616	-0.0000000000
12.716	-0.0000000000
12.816	-0.0000000000
12.916	-0.0000000000
13.016	-0.0000000000
13.116	-0.0000000000
13.216	-0.0000000000
13.316	-0.0000000000
13.416	-0.0000000000
13.516	-0.0000000000
13.616	-0.0000000000
13.716	-0.0000000000
13.816	-0.0000000000
13.916	-0.0000000000
14.016	-0.0000000000
14.116	-0.0000000000
14.216	-0.0000000000
14.316	-0.0000000000
14.416	-0.0000000000
14.516	-0.0000000000
14.616	-0.0000000000
14.716	-0.0000000000
14.816	-0.0000000000
14.916	-0.0000000000
15.016	-0.0000000000
15.116	-0.0000000000
15.216	-0.0000000000
15.316	-0.0000000000
15.416	-0.0000000000
15.516	-0.0000000000
15.616	-0.0000000000
15.716	-0.0000000000
15.816	-0.0000000000
15.916	-0.0000000000
16.016	-0.0000000000
16.116	-0.0000000000
16.216	-0.0000000000
16.316	8423348.6064966861
16.416	265867773.7626384199
16.516	892955198.8029379845
16.616	1903353306.2908799648
16.716	3310304657.7975130081
16.816	5126625340.7251644135
16.916	7249481781.7834558487
17.016	9477265546.1717567444
17.116	11806882832.1401672363
17.216	14239353869.2041950226
17.316	16775651319.6256809235
17.416	19416701370.9573402405
17.516	22163384875.2046890259
17.616	25016538528.7970237732
17.716	27976956087.8058166504
17.816	31045389613.1026840210
17.916	34222550740.3900108337
18.016	37509111970.3068161011
18.116	40905707974.0491714478
18.216	44412936910.2071609497
18.316	48031361748.7601470947
18.416	51761511598.4257965088
18.516	55603883033.7930526733
18.616	59558941418.9085388184
18.716	63627122224.2138977051
18.816	67808832333.9598541260
18.916	72104451341.4429779053
19.016	76514332829.6058349609
19.116	81038805634.7753906250
19.216	85678175091.4805297852
19.316	90432724256.5022125244
19.416	95302715110.4677886963
19.516	100288389735.5101928711
