Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	-0.0000000000
4.016	-0.0000000000
4.116	-0.0000000000
4.216	-0.0000000000
4.316	-0.0000000000
4.416	-0.0000000000
4.516	-0.0000000000
4.616	-0.0000000000
4.716	-0.0000000000
4.816	-0.0000000000
4.916	-0.0000000000
5.016	-0.0000000000
5.116	-0.0000000000
5.216	-0.0000000000
5.316	-0.0000000000
5.416	-0.0000000000
5.516	-0.0000000000
5.616	-0.0000000000
5.716	-0.0000000000
5.816	-0.0000000000
5.916	-0.0000000000
6.016	-0.0000000000
6.116	-0.0000000000
6.216	-0.0000000000
6.316	-0.0000000000
6.416	-0.0000000000
6.516	-0.0000000000
6.616	-0.0000000000
6.716	-0.0000000000
6.816	-0.0000000000
6.916	-0.0000000000
7.016	-0.0000000000
7.116	-0.0000000000
7.216	-0.0000000000
7.316	-0.0000000000
7.416	-0.0000000000
7.516	-0.0000000000
7.616	-0.0000000000
7.716	-0.0000000000
7.816	-0.0000000000
7.916	-0.0000000000
8.016	-0.0000000000
8.116	-0.0000000000
8.216	-0.0000000000
8.316	-0.0000000000
8.416	-0.0000000000
8.516	-0.0000000000
8.616	-0.0000000000
8.716	-0.0000000000
8.816	-0.0000000000
8.916	-0.0000000000
9.016	-0.0000000000
9.116	-0.0000000000
9.216	-0.0000000000
9.316	-0.0000000000
9.416	-0.0000000000
9.516	-0.0000000000
9.616	-0.0000000000
9.716	-0.0000000000
9.816	-0.0000000000
9.916	-0.0000000000
10.016	-0.0000000000
10.116	-0.0000000000
10.216	-0.0000000000
10.316	-0.0000000000
10.416	-0.0000000000
10.516	-0.0000000000
10.616	-0.0000000000
10.716	-0.0000000000
10.816	-0.0000000000
10.916	-0.0000000000
11.016	-0.0000000000
11.116	-0.0000000000
11.216	-0.0000000000
11.316	-0.0000000000
11.416	-0.0000000000
11.516	-0.0000000000
11.616	-0.0000000000
11.716	-0.0000000000
11.816	-0.0000000000
11.916	-0.0000000000
12.016	-0.0000000000
12.116	-0.0000000000
12.216	-0.0000000000
12.316	-0.0000000000
12.416	-0.0000000000
12.516	-0.0000000000
12.616	-0.0000000000
12.716	-0.0000000000
12.816	-0.0000000000
12.916	-0.0000000000
13.016	-0.0000000000
13.116	-0.0000000000
13.216	-0.0000000000
13.316	-0.0000000000
13.416	-0.0000000000
13.516	-0.0000000000
13.616	-0.0000000000
13.716	-0.0000000000
13.816	-0.0000000000
13.916	-0.0000000000
14.016	-0.0000000000
14.116	-0.0000000000
14.216	-0.0000000000
14.316	-0.0000000000
14.416	-0.0000000000
14.516	-0.0000000000
14.616	-0.0000000000
14.716	-0.0000000000
14.816	-0.0000000000
14.916	-0.0000000000
15.016	-0.0000000000
15.116	-0.0000000000
15.216	-0.0000000000
15.316	-0.0000000000
15.416	-0.0000000000
15.516	-0.0000000000
15.616	-0.0000000000
15.716	-0.0000000000
15.816	-0.0000000000
15.916	-0.0000000000
16.016	-0.0000000000
16.116	-0.0000000000
16.216	-0.0000000000
16.316	5800531.2476049857
16.416	184099457.4940698743
16.516	621707668.9925132990
16.616	1332330633.4948921204
16.716	2329503069.3791117668
16.816	3626574940.7858209610
16.916	5157103231.0570945740
17.016	6784509350.3840122223
17.116	8507839207.9744367599
17.216	10328945487.5658531189
17.316	12249626250.4560585022
17.416	14271624295.1131935120
17.516	16396626663.8903141022
17.616	18626264291.4184532166
17.716	20962111789.0501213074
17.816	23405687359.5634117126
17.916	25958452836.1994285583
18.016	28621813840.0226173401
18.116	31397120049.5177688599
18.216	34285665576.3112678528
18.316	37288689440.8902511597
18.416	40407376142.2172622681
18.516	43642856315.1742553711
18.616	46996207469.8343887329
18.716	50468454806.6391296387
18.816	54060572101.6600723267
18.916	57773482656.2411956787
19.016	61608060305.4315490723
19.116	65565130479.7845458984
19.216	69645471315.2251434326
19.316	73849814805.8672790527
19.416	78178847994.8122406006
19.516	82633214198.1632080078
